uni_name
315 Київський національний лінгвістичний університет
892 Таврійський національний університет імені В.І.Вернадського
"1332 Горлівський інститут іноземних мов Державного вищого навчального закладу ""Донбаський державний педагогічний університет"""
28 Одеський національний університет імені І. І. Мечникова
168 Сумський державний університет
218 Кременчуцький національний університет імені Михайла Остроградського
124 Придніпровська державна академія фізичної культури і спорту
180 Національний університет фізичного виховання і спорту України
187 Львівський державний університет фізичної культури
309 Луцький національний технічний університет
"42 Державний вищий навчальний заклад ""Приазовський державний технічний університет"""
"97 Національний університет ""Львівська політехніка"""
107 Українська інженерно-педагогічна академія
9 Національний університет водного господарства та природокористування
78 Мелітопольський державний педагогічний університет імені Богдана Хмельницького
127 Київський національний університет будівництва і архітектури
"919 Державний вищий навчальний заклад ""Криворізький національний університет"""
975 Навчально-науковий професійно-педагогічний інститут Української інженерно-педагогічної академії ( м.Бахмут)
134 Національна металургійна академія України
307 Київський національний університет технологій та дизайну
7 Національний університет біоресурсів і природокористування України
59 Миколаївський національний аграрний університет
177 Подільський державний аграрно-технічний університет
24 Національний транспортний університет
212 Харківський національний автомобільно-дорожній університет
91 Запорізький національний технічний університет
827 Комунальний вищий навчальний заклад «Хортицька національна навчально-реабілітаційна академія» Запорізької обласної ради
73 Запорізький національний університет
"104 Національний технічний університет ""Харківський політехнічний інститут"""
105 Національний університет кораблебудування імені адмірала Макарова
171 Тернопільський національний економічний університет
225 Полтавський національний технічний університет імені Юрія Кондратюка
265 Чорноморський національний університет імені Петра Могили
50 Харківська державна академія дизайну і мистецтв
87 Харківська державна академія культури
308 Київський національний університет культури і мистецтв
328 Київський національний університет театру, кіно і телебачення імені І.К. Карпенка-Карого
"1614 Відокремлений підрозділ ""Львівська філія Київського національного університету культури і мистецтв"""
183 Національний авіаційний університет
86 Херсонський національний технічний університет
113 Закарпатська академія мистецтв
132 Київський державний інститут декоративно-прикладного мистецтва і дизайну імені Михайла Бойчука
167 Українська академія друкарства
248 Черкаський державний технологічний університет
253 Львівська національна академія мистецтв
332 Національна академія керівних кадрів культури і мистецтв
"1616 Відокремлений підрозділ ""Миколаївська філія Київського національного університету культури і мистецтв"""
140 Чернігівський національний технологічний університет
"160 Державний вищий навчальний заклад ""Національний лісотехнічний університет України"""
172 Одеська державна академія будівництва та архітектури
174 Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»
397 Вижницький коледж прикладного мистецтва ім. В.Ю.Шкрібляка
297 Національна академія образотворчого мистецтва і архітектури
1389 Київська дитяча Академія мистецтв
204 Луганська державна академія культури і мистецтв
98 Харківський національний університет мистецтв імені І.П. Котляревського
118 Одеська національна музична академія імені А.В. Нежданової
175 Львівська національна музична академія імені М.В.Лисенка
357 Національна музична академія України імені П.І. Чайковського
1065 Київський інститут музики ім. Р.М. Глієра
1282 Київська муніципальна академія естрадного та циркового мистецтв
"1265 Комунальний вищий навчальний заклад ""Дніпропетровська академія музики ім. М. Глінки""Дніпропетровської обласної ради"""
82 Державний університет телекомунікацій
"120 Національний університет ""Острозька академія"""
165 Івано-Франківський національний технічний університет нафти і газу
203 Одеський національний політехнічний університет
246 Донецький національний університет імені Василя Стуса
62 Харківський національний університет імені В.Н. Каразіна
"36 Національний технічний університет ""Дніпровська політехніка"""
"79 Національний університет ""Києво-Могилянська академія"""
27 Полтавська державна аграрна академія
196 Київський національний торговельно-економічний університет
220 Одеський національний морський університет
362 Білоцерківський національний аграрний університет
1254 Дніпровський державний технічний університет
"34 Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут"""
2 Донбаська національна академія будівництва і архітектури
29 Харківський торговельно - економічний інститут Київського національного торговельно - економічного університету
31 Одеський національний економічний університет
38 Інститут хімічних технологій Східноукраїнського національного університету імені Володимира Даля (м. Рубіжне)
51 Одеська національна академія харчових технологій
52 Донбаська державна машинобудівна академія
69 Луганський національний аграрний університет
77 Вінницький національний аграрний університет
90 Центральноукраїнський національний технічний університет
92 Харківський національний університет радіоелектроніки
137 Вінницький національний технічний університет
148 Таврійський державний агротехнологічний університет
191 Донецький державний університет управління
"202 Державний вищий навчальний заклад ""Донецький національний технічний університет"""
208 Житомирський державний технологічний університет
"213 Державний вищий навчальний заклад ""Херсонський державний аграрний університет"""
"216 Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет"""
219 Херсонська філія Національного університету кораблебудування імені адмірала Макарова
227 Харківський національний економічний університет імені Семена Кузнеця
229 Житомирський національний агроекологічний університет
"258 Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Бережанський агротехнічний інститут"""
268 Уманський національний університет садівництва
280 Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна
316 Харківський національний університет міського господарства імені О.М. Бекетова
"337 Державний вищий навчальний заклад ""Київський національний економічний університет імені Вадима Гетьмана"""
1337 Вінницький торговельно - економічний інститут Київського національного торговельно - економічного університету
1486 Університет митної справи та фінансів
2938 Факультет ринкових, інформаційних та інноваційних технологій Київського національного університету технологій та дизайну
"3802 Криворізький економічний інститут Державного вищого навчального закладу ""Київський національний економічний університет імені Вадима Гетьмана"""
3969 Державний університет інфраструктури та технологій
67 Національна академія статистики, обліку та аудиту
3457 Університет державної фіскальної служби України
162 Львівський національний аграрний університет
2648 Шосткинський інститут Сумського державного університету
166 Тернопільський національний технічний університет імені Івана Пулюя
"192 Національний університет ""Одеська юридична академія"""
539 Подільський спеціальний навчально-реабілітаційний соціально-економічний коледж
2738 Коломийський навчально-науковий інститут Прикарпатського національного університету імені Василя Стефаника
47 Національний університет харчових технологій
"43 Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури"""
72 Львівський інститут економіки і туризму
80 Дніпровський державний аграрно-економічний університет
114 Харківський національний університет будівництва та архітектури
122 Харківський національний технічний університет сільського господарства імені Петра Василенка
129 Чернівецький торговельно - економічний інститут Київського національного торговельно - економічного університету
130 Первомайська філія Національного університету кораблебудування імені адмірала Макарова
135 Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського
151 Сумський національний аграрний університет
267 Одеський державний аграрний університет
"288 Харківський навчально-науковий інститут Державного вищого навчального закладу ""Університет банківської справи"""
"299 Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Ніжинський агротехнічний інститут"""
301 Харківський національний аграрний університет ім. В.В. Докучаєва
"325 Львівський навчально-науковий інститут Державного вищого навчального закладу ""Університет банківської справи"""
"1141 Державний вищий навчальний заклад ""Університет банківської справи"""
3510 Одеський торговельно-економічний інститут Київського національного торговельно-економічного університету
37 Запорізька державна інженерна академія
39 Український державний університет залізничного транспорту
"115 Черкаський навчально-науковий інститут Державного вищого навчального закладу ""Університет банківської справи"""
294 Харківський державний університет харчування та торгівлі
2782 Чортківський навчально-науковий інститут підприємництва і бізнесу Тернопільського національного економічного університету
2784 Івано-Франківський навчально-науковий інститут менеджменту Тернопільського національного економічного університету
2785 Нововолинський навчально - науковий інститут економіки та менеджменту Тернопільського національного економічного університету
2786 Вінницький навчально-науковий інститут економіки Тернопільського національного економічного університету
2820 Інститут управління і права Національного юридичного університету імені Ярослава Мудрого
3516 Харківський інститут фінансів Київського національного торговельно-економічного університету
275 Хмельницький університет управління та права
2649 Конотопський інститут Сумського державного університету
126 Львівський національний університет  ветеринарної медицини та біотехнологій імені С. З. Ґжицького
"150 Індустріальний інститут Державного вищого навчального закладу ""Донецький національний технічний університет"""
1168 Льотна академія Національного авіаційного університету
"2828 Чернівецький факультет Національного технічного університету ""Харківський політехнічний інститут"""
"2759 Відокремлений структурний підрозділ Навчально-науковий інститут підприємництва та перспективних технологій Національного університету ""Львівська політехніка"""
3929 Навчально-науковий інститут бізнесу та гостинності Донецького національного університету економіки і торгівлі імені Михайла Туган-Барановського
"161 Національний університет ""Одеська морська академія"""
274 Національний юридичний університет імені Ярослава Мудрого
1035 Полтавський юридичний інститут Національного юридичного університету імені Ярослава Мудрого
404 Галицький коледж імені В'ячеслава Чорновола
179 Одеський державний екологічний університет
68 Одеська національна академія зв'язку ім. О.С. Попова
3828 Криворізький металургійний інститут Національної металургійної академії України
"333 Вищий навчальний заклад ""Одеська державна академія технічного регулювання та якості"""
200 Ужгородський торговельно-економічний інститут Київського національного торговельно-економічного університету
287 Харківська державна зооветеринарна академія
2659 Надслучанський інститут Національного університету водного господарства та природокористування
"102 Державний вищий навчальний заклад ""Тернопiльський державний медичний університет iменi I.Я. Горбачевського Міністерства охорони здоров`я України"""
"319 Комунальний вищий навчальний заклад ""Житомирський медичний інститут"" Житомирської обласної ради"
"627 Вищий навчальний комунальний заклад Львівської обласної ради ""Львівський інститут медсестринства та лабораторної медицини  ім. Андрея Крупинського"""
729 Рівненський державний базовий медичний коледж
834 Черкаська медична академія
"511 Комунальний вищий навчальний заклад ""Житомирський базовий фармацевтичний коледж"" Житомирської обласної ради"
110 Харківська державна академія фізичної культури
"324 Азовський морський інститут Національного університету ""Одеська  морська академія"""
"327 Дунайський інститут Національного університету ""Одеська морська академія"""
1040 Херсонська державна морська академія
594 Кременчуцький льотний коледж Національного авіаційного університету
955 Львівська філія Дніпропетровського національного університету залізничного транспорту імені академіка В. Лазаряна
132 Київська державна академія декоративно-прикладного мистецтва і дизайну імені Михайла Бойчука
1516 Нікопольський факультет Національної металургійної академії України
"91 Національний університет ""Запорізька політехніка"""
280 Дніпровський національний університет залізничного транспорту імені академіка В. Лазаряна
955 Львівська філія Дніпровського національного університету залізничного транспорту імені академіка В. Лазаряна
102 Тернопiльський національний медичний університет iменi I.Я. Горбачевського Міністерства охорони здоров`я України
"928 Комунальний вищий навчальний заклад Київської обласної ради ""Білоцерківський гуманітарно-педагогічний коледж"""
3781 Криворізький державний педагогічний університет
187 Львівський державний університет фізичної культури імені Івана Боберського
275 Хмельницький університет управління та права імені Леоніда Юзькова
827 Комунальний заклад вищої освіти «Хортицька національна навчально-реабілітаційна академія» Запорізької обласної ради
"158 Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка"
"208 Державний університет ""Житомирська політехніка"""
"729 Комунальний заклад вищої освіти ""Рівненська медична академія"" Рівненської обласної ради"
"792 Комунальний вищий навчальний заклад ""Ужгородський коледж культури і мистецтв"" Закарпатської обласної ради"
4354 Кременчуцький льотний коледж Харківського національного університету внутрішніх справ
843 Чернівецький медичний коледж Буковинського державного медичного університету
3971 Дунайський факультет морського та річкового транспорту Державного університету інфраструктури та технологій
"511 Комунальний заклад вищої освіти ""Житомирський базовий фармацевтичний коледж"" Житомирської обласної ради"
"416 Комунальний заклад вищої освіти ""Вінницький гуманітарно-педагогічний коледж"""
269 Косівський інститут прикладного та декоративного мистецтва Львівської національної академії мистецтв
"4133 Територіально відокремлений структурний підрозділ ""Філія державного вищого навчального закладу ""Ужгородський національний університет"" у місті Львів"
"1373 Комунальний заклад вищої освіти Київської обласної ради ""Академія мистецтв"""
1065 Київська муніципальна академія музики ім. Р.М. Глієра
1096 Олімпійський коледж імені Івана Піддубного
"1389 Муніципальний заклад вищої освіти ""Київська Академія мистецтв"""
99 Запорізький державний медичний університет
126 Львівський національний університет ветеринарної медицини та біотехнологій імені С. З. Ґжицького
"140 Національний університет ""Чернігівська політехніка"""
148 Таврійський державний агротехнологічний університет імені Дмитра Моторного
"225 Національний університет ""Полтавська політехніка імені Юрія Кондратюка"""
300 Харківський національний медичний університет
319 Житомирський медичний інститут Житомирської обласної ради
394 Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу
415 Вінницький медичний коледж ім. акад. Д.К. Заболотного
511 Житомирський базовий фармацевтичний фаховий коледж Житомирської обласної ради
549 Київський професійно-педагогічний коледж імені Антона Макаренка
551 Київський державний коледж туризму та готельного господарства
593 КРЕМЕНЧУЦЬКИЙ ПЕДАГОГІЧНИЙ КОЛЕДЖ ІМЕНІ А.С.МАКАРЕНКА
"627 Вищий навчальний комунальний заклад Львівської обласної ради ""Львівська медична академія імені Андрея Крупинського"""
"792 Комунальний заклад вищої освіти ""Ужгородський інститут культури і мистецтв"" Закарпатської обласної ради"
919 Криворізький національний університет
928 Комунальний заклад Київської обласної ради «Білоцерківський гуманітарно-педагогічний фаховий коледж»
"953 Коледж хореографічного мистецтва ""Київська муніципальна академія танцю імені Сержа Лифаря"""
999 Барський гуманітарно-педагогічний коледж імені Михайла Грушевського
"1104 Комунальний заклад ""Балтський педагогічний коледж"""
1141 Університет банківської справи
"1373 Комунальний заклад вищої освіти Київської обласної ради ""Академія мистецтв імені Павла Чубинського"""
"2738 Коломийський навчально-науковий інститут Державного вищого навчального закладу ""Прикарпатський національний університет імені Василя Стефаника"""
4365 Маріупольська філія Національної академії образотворчого мистецтва і архітектури
5707 Державний університет економіки і технологій
3 ПОЛТАВСЬКИЙ НАЦІОНАЛЬНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ В.Г. КОРОЛЕНКА
19 МАРІУПОЛЬСЬКИЙ ДЕРЖАВНИЙ УНІВЕРСИТЕТ
33 СУМСЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ А.С. МАКАРЕНКА
40 РІВНЕНСЬКИЙ ДЕРЖАВНИЙ ГУМАНІТАРНИЙ УНІВЕРСИТЕТ
48 ХЕРСОНСЬКИЙ ДЕРЖАВНИЙ УНІВЕРСИТЕТ
57 ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ Г.С. СКОВОРОДИ
61 ЧЕРНІВЕЦЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ЮРІЯ ФЕДЬКОВИЧА
78 МЕЛІТОПОЛЬСЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ БОГДАНА ХМЕЛЬНИЦЬКОГО
88 УМАНСЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ ПАВЛА ТИЧИНИ
96 ТЕРНОПІЛЬСЬКИЙ НАЦІОНАЛЬНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ ВОЛОДИМИРА ГНАТЮКА
101 ЧЕРКАСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ БОГДАНА ХМЕЛЬНИЦЬКОГО
103 МУКАЧІВСЬКИЙ ДЕРЖАВНИЙ УНІВЕРСИТЕТ
"120 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ""ОСТРОЗЬКА АКАДЕМІЯ"""
155 НІЖИНСЬКИЙ ДЕРЖАВНИЙ УНІВЕРСИТЕТ ІМЕНІ МИКОЛИ ГОГОЛЯ
194 НАЦІОНАЛЬНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ М.П. ДРАГОМАНОВА
261 МИКОЛАЇВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ В.О. СУХОМЛИНСЬКОГО
282 ЛЬВІВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ІВАНА ФРАНКА
340 УНІВЕРСИТЕТ ГРИГОРІЯ СКОВОРОДИ В ПЕРЕЯСЛАВІ
3781 КРИВОРІЗЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ
112 ХМЕЛЬНИЦЬКА ГУМАНІТАРНО-ПЕДАГОГІЧНА АКАДЕМІЯ
"215 ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""МІЖНАРОДНИЙ ЕКОНОМІКО-ГУМАНІТАРНИЙ УНІВЕРСИТЕТ ІМЕНІ АКАДЕМІКА СТЕПАНА ДЕМ'ЯНЧУКА"""
"272 КОМУНАЛЬНИЙ ЗАКЛАД ""ХАРКІВСЬКА ГУМАНІТАРНО-ПЕДАГОГІЧНА АКАДЕМІЯ"" ХАРКІВСЬКОЇ ОБЛАСНОЇ РАДИ"
330 КРЕМЕНЕЦЬКА ОБЛАСНА ГУМАНІТАРНО-ПЕДАГОГІЧНА АКАДЕМІЯ ІМ. ТАРАСА ШЕВЧЕНКА
827 КОМУНАЛЬНИЙ ЗАКЛАД ВИЩОЇ ОСВІТИ «ХОРТИЦЬКА НАЦІОНАЛЬНА НАВЧАЛЬНО-РЕАБІЛІТАЦІЙНА АКАДЕМІЯ» ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ
928 КОМУНАЛЬНИЙ ЗАКЛАД КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ «БІЛОЦЕРКІВСЬКИЙ ГУМАНІТАРНО-ПЕДАГОГІЧНИЙ ФАХОВИЙ КОЛЕДЖ»
7 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ БІОРЕСУРСІВ І ПРИРОДОКОРИСТУВАННЯ УКРАЇНИ
9 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ВОДНОГО ГОСПОДАРСТВА ТА ПРИРОДОКОРИСТУВАННЯ
44 ВОЛИНСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ЛЕСІ УКРАЇНКИ
52 ДОНБАСЬКА ДЕРЖАВНА МАШИНОБУДІВНА АКАДЕМІЯ
73 ЗАПОРІЗЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ
"81 ДЕРЖАВНИЙ ЗАКЛАД ""ЛУГАНСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ТАРАСА ШЕВЧЕНКА"""
83 ДРОГОБИЦЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ ІВАНА ФРАНКА
84 ДЕРЖАВНИЙ ЗАКЛАД «ПІВДЕННОУКРАЇНСЬКИЙ НАЦІОНАЛЬНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ К.Д. УШИНСЬКОГО»
89 ІЗМАЇЛЬСЬКИЙ ДЕРЖАВНИЙ ГУМАНІТАРНИЙ УНІВЕРСИТЕТ
"91 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ""ЗАПОРІЗЬКА ПОЛІТЕХНІКА"""
"104 НАЦІОНАЛЬНИЙ ТЕХНІЧНИЙ УНІВЕРСИТЕТ ""ХАРКІВСЬКИЙ ПОЛІТЕХНІЧНИЙ ІНСТИТУТ"""
105 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ КОРАБЛЕБУДУВАННЯ ІМЕНІ АДМІРАЛА МАКАРОВА
109 ЖИТОМИРСЬКИЙ ДЕРЖАВНИЙ УНІВЕРСИТЕТ ІМЕНІ ІВАНА ФРАНКА
110 ХАРКІВСЬКА ДЕРЖАВНА АКАДЕМІЯ ФІЗИЧНОЇ КУЛЬТУРИ
124 ПРИДНІПРОВСЬКА ДЕРЖАВНА АКАДЕМІЯ ФІЗИЧНОЇ КУЛЬТУРИ І СПОРТУ
126 ЛЬВІВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ВЕТЕРИНАРНОЇ МЕДИЦИНИ ТА БІОТЕХНОЛОГІЙ ІМЕНІ С. З. ҐЖИЦЬКОГО
127 КИЇВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ БУДІВНИЦТВА І АРХІТЕКТУРИ
138 ХМЕЛЬНИЦЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ
"140 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ""ЧЕРНІГІВСЬКА ПОЛІТЕХНІКА"""
168 СУМСЬКИЙ ДЕРЖАВНИЙ УНІВЕРСИТЕТ
171 ЗАХІДНОУКРАЇНСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ
178 КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ІВАНА ОГІЄНКА
180 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ФІЗИЧНОГО ВИХОВАННЯ І СПОРТУ УКРАЇНИ
187 ЛЬВІВСЬКИЙ ДЕРЖАВНИЙ УНІВЕРСИТЕТ ФІЗИЧНОЇ КУЛЬТУРИ ІМЕНІ ІВАНА БОБЕРСЬКОГО
193 БЕРДЯНСЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ
"207 ДЕРЖАВНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""УЖГОРОДСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ"""
"225 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ""ПОЛТАВСЬКА ПОЛІТЕХНІКА ІМЕНІ ЮРІЯ КОНДРАТЮКА"""
252 ВІННИЦЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ МИХАЙЛА КОЦЮБИНСЬКОГО
265 ЧОРНОМОРСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ПЕТРА МОГИЛИ
307 КИЇВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ТЕХНОЛОГІЙ ТА ДИЗАЙНУ
892 ТАВРІЙСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ В.І.ВЕРНАДСЬКОГО
56 КИЇВСЬКИЙ УНІВЕРСИТЕТ ІМЕНІ БОРИСА ГРІНЧЕНКА
624 КОМУНАЛЬНИЙ ЗАКЛАД ВИЩОЇ ОСВІТИ «ЛУЦЬКИЙ ПЕДАГОГІЧНИЙ КОЛЕДЖ» ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ
41 КИЇВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ТАРАСА ШЕВЧЕНКА
308 КИЇВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ КУЛЬТУРИ І МИСТЕЦТВ
50 ХАРКІВСЬКА ДЕРЖАВНА АКАДЕМІЯ ДИЗАЙНУ І МИСТЕЦТВ
87 ХАРКІВСЬКА ДЕРЖАВНА АКАДЕМІЯ КУЛЬТУРИ
328 КИЇВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ТЕАТРУ, КІНО І ТЕЛЕБАЧЕННЯ ІМЕНІ І.К. КАРПЕНКА-КАРОГО
183 НАЦІОНАЛЬНИЙ АВІАЦІЙНИЙ УНІВЕРСИТЕТ
309 ЛУЦЬКИЙ НАЦІОНАЛЬНИЙ ТЕХНІЧНИЙ УНІВЕРСИТЕТ
316 ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ МІСЬКОГО ГОСПОДАРСТВА ІМЕНІ О.М. БЕКЕТОВА
"97 НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ""ЛЬВІВСЬКА ПОЛІТЕХНІКА"""
111 ДНІПРОВСЬКИЙ НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ІМЕНІ ОЛЕСЯ ГОНЧАРА
167 УКРАЇНСЬКА АКАДЕМІЯ ДРУКАРСТВА
172 ОДЕСЬКА ДЕРЖАВНА АКАДЕМІЯ БУДІВНИЦТВА ТА АРХІТЕКТУРИ
174 НАЦІОНАЛЬНИЙ ТЕХНІЧНИЙ УНІВЕРСИТЕТ УКРАЇНИ «КИЇВСЬКИЙ ПОЛІТЕХНІЧНИЙ ІНСТИТУТ ІМЕНІ ІГОРЯ СІКОРСЬКОГО»
113 ЗАКАРПАТСЬКА АКАДЕМІЯ МИСТЕЦТВ
132 КИЇВСЬКА ДЕРЖАВНА АКАДЕМІЯ ДЕКОРАТИВНО-ПРИКЛАДНОГО МИСТЕЦТВА І ДИЗАЙНУ ІМЕНІ МИХАЙЛА БОЙЧУКА
253 ЛЬВІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МИСТЕЦТВ
269 КОСІВСЬКИЙ ІНСТИТУТ ПРИКЛАДНОГО ТА ДЕКОРАТИВНОГО МИСТЕЦТВА ЛЬВІВСЬКОЇ НАЦІОНАЛЬНОЇ АКАДЕМІЇ МИСТЕЦТВ
297 НАЦІОНАЛЬНА АКАДЕМІЯ ОБРАЗОТВОРЧОГО МИСТЕЦТВА І АРХІТЕКТУРИ
332 НАЦІОНАЛЬНА АКАДЕМІЯ КЕРІВНИХ КАДРІВ КУЛЬТУРИ І МИСТЕЦТВ
4365 МАРІУПОЛЬСЬКА ФІЛІЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ ОБРАЗОТВОРЧОГО МИСТЕЦТВА І АРХІТЕКТУРИ
"1389 МУНІЦИПАЛЬНИЙ ЗАКЛАД ВИЩОЇ ОСВІТИ ""КИЇВСЬКА АКАДЕМІЯ МИСТЕЦТВ"""
