uni_code$smooth_mean
3$10.255181165516856
33$6.8189324695720455
40$9.035306307213853
44$9.752988133436228
48$6.771794116758781
55$9.137534106693325
57$14.882519008493972
61$13.990362224659165
83$10.605781211188834
84$12.988269605490846
88$8.701864046828712
89$5.717350119130215
96$8.835683068567345
101$7.351302710685209
103$7.351147563732857
109$13.15532332428129
155$5.178932469572045
158$8.354694075327505
178$8.972473929518983
194$9.496630631364393
252$14.323176239816451
261$7.790635490971973
282$40.54492447681043
340$9.126099610344394
341$9.492242031623658
1311$10.541479082144571
3781$12.836927046044174
41$60.26004361033909
111$12.974310823190681
138$10.903582049983672
193$7.155425101122159
207$8.73144624985581
315$11.288476033290193
28$10.60702492689016
168$14.108684132936803
218$6.424046847832183
124$11.522909918531607
180$22.550974040970925
187$14.448954959265803
309$9.590617744028165
97$55.928805082937885
107$7.327974262437602
9$9.952496720196883
78$6.102929216445117
127$22.494891602391174
919$9.97321710229194
134$5.841471612750066
307$12.984689294747126
7$25.11497402675848
59$17.491075265326817
177$6.599644241452188
24$18.530842291359228
212$15.392670629053232
308$34.681219136570505
87$11.917704959265803
1614$10.95475419260755
73$6.448350029680907
82$26.159125698767927
120$9.166986141312552
165$26.40395133348714
167$7.363673829442382
183$37.57084489657124
203$19.126832793482528
225$10.132426949437532
1616$10.07591992758365
62$23.512095997312382
265$8.869721322470879
36$12.696401773639701
79$26.98077780070442
248$6.042686523961764
118$11.485173188500632
357$10.63665586965057
27$13.003302330599151
86$6.61775867784021
91$10.453583648905944
104$31.584573392317456
174$94.63279295994562
196$25.903665586965058
220$15.097568319755268
362$12.435957155090597
34$18.436994540517066
105$8.327529279895115
29$6.4941982041959
31$10.532948950534548
51$25.034622959332296
77$10.870832623003327
90$7.439790991853161
92$54.746832793482525
137$26.33974910186153
140$13.548441863067785
171$7.7577130524649
208$11.944099817241176
227$21.41496248309558
229$9.19982116950003
258$8.96973055972995
268$9.886562470515548
280$11.278753392269294
316$15.985765182143274
337$49.067755285598075
1337$7.0763406031130875
1486$9.43843998948795
3802$5.091021488327143
3969$9.020226997406033
162$8.664459990415484
166$12.264086658907772
192$42.69619788330268
47$30.869696214660877
43$22.470739541072287
72$6.607570849841168
80$12.089366885314705
114$11.570136639510535
122$12.740459025493145
129$4.702295127465714
130$7.755067769413292
148$11.156665836126967
151$11.184039749675792
160$10.394491814752223
213$6.624933533043351
267$9.938220782620075
288$8.224437246433713
301$8.588424426340357
325$9.853697705361428
1141$7.473606612354405
3510$16.394426449417615
39$16.147836325927525
115$10.487868972409608
216$11.359324754145868
1254$6.4112390546105305
2782$16.227759782750947
2784$12.596284299611744
2785$14.48093695664367
2820$14.766651242357955
3516$11.929617632945076
2649$7.397909918531606
2786$16.394426449417615
37$8.198032864500336
126$10.831799525247192
294$12.716663491073698
1168$51.58733117393012
299$7.654246248951092
2828$11.596284299611744
172$18.65028065587298
2759$14.170819837063211
219$8.236803306177203
2648$6.975636872942527
161$36.43717533448098
274$245.75247997226606
1035$19.195222670929386
179$6.602313315229246
68$14.140856732145345
2938$16.227759782750947
3828$8.740468478321835
333$10.215141699682336
200$9.851505336045973
287$12.742586594250318
2659$11.09110391310038
102$20.489735284346594
110$13.19721322470881
327$13.93665586965057
1040$36.5787780633187
594$16.394426449417615
955$11.12455572086872
1516$13.040728744056189
332$7.7862681586179825
2738$7.755067769413292
3971$12.545819837063211
253$8.691103913100381
4133$16.227759782750947
99$13.670819837063211
135$6.885502552021987
246$7.6079849864219335
300$11.033323517864154
394$14.374062077389523
539$11.23665586965057
892$4.89949331358342
3457$10.668327934825285
5707$5.744442879659503
215$7.17718729981609
868$14.195222670929384
5780$10.969751086972327
217$6.062116304386623
353$6.633329610224335
201$12.707395410722855
210$16.33807981378653
470$12.545819837063211
3203$16.727759782750947
5754$30.14811740884279
6507$15.184194471521602
6459$10.413256348823928
6594$17.0826825804741
3924$15.851505336045973
67$12.1518398551673
6540$15.848606612354404
202$6.89871379601945
144$12.920819837063211
249$7.062116304386623
6512$10.942414426955063
224$14.262950966278412
6516$14.040728744056189
975$15.48093695664367
6604$12.485173188500632
6654$12.485173188500632
6415$16.727759782750947
6600$16.05236552807224
6541$16.942414426955064
81$8.515273279021072
17$11.647909918531607
19$8.291103913100379
6704$9.486803306177203
42$9.174662347860227
1332$16.33807981378653
21$11.412218623216857
52$7.8683279348252855
888$16.766651242357955
291$16.394426449417615
5691$11.485173188500632
318$14.766651242357955
2$12.040728744056189
